Name,GID,Source data,Entry type,Year,Year info,Parentage,Source study,BPH17,BPH3,BPH9-9,Xa4,xa5,Xa7,xa13,Xa21,Pita,Pi9,Pi54,Pi35(t),BADH2,chalk5,sub1,1K-RiCA_GS3,1k-RiCA_Wx,1K-RiCA_alk,AG1,Saltol,qNa1L,DTY1.1,DTY2.2,DTY3.1,DTY3.2,DTY4.1,DTY12.1,COLD1,LTG1,qSCT1,HTSF4.1
IR 97367-16-9,4395204,FavEnvB - Irrigated 2017 germplasm summary,OLD,2011,cross year,IRRI 119/IR02A127//IR10F379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-246,4393371,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29637-43-IR 1,4254230,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,MILYANG 240/IR06A145//MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99084-B-B-79,4215137,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRBB23/IR02N211//IR08A192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-176,4393301,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99114-B-B-B-112,4391609,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 115/IR04A427//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR12N202,3426122,FavEnvB - Irrigated 2017 germplasm summary,OLD,2009,cross year,IR05N170/MTU 1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS 449::IRGC 29230-1,4231404,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,AUS 449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 105495:6-11-37,4394185,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR 6 (PAKISTAN)*3/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103728-B-B-B-PRN B-PRN B-PRN 32,4789617,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IR09A136/IRRI 123//PR 37275-7-14-5-1-2-2-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29637-179-IR 1,4254675,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,MILYANG 240/IR06A145//MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103728-B-B-B-PRN B-PRN B-PRN 170,4788930,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IR09A136/IRRI 123//PR 37275-7-14-5-1-2-2-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 102885-34-115-6-2-24-11,4394488,FavEnvB - Irrigated 2017 germplasm summary,OLD,2008,cross year,SABITRI*2/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 98463-B-B-6,4211968,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 119/IR 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 105469:81-54-7-39,4394564,FavEnvB - Irrigated 2017 germplasm summary,OLD,2011,cross year,IR 6 (PAKISTAN)*2/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29637-164-IR 1,4254630,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,MILYANG 240/IR06A145//MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 105462:4-2-11-21,4394357,FavEnvB - Irrigated 2017 germplasm summary,OLD,2011,cross year,IR 6 (PAKISTAN)*2/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99113-B-B-B-42,4391419,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 114/IR05N204//IR 73004-3-1-2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29637-13-IR 1,4254116,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,MILYANG 240/IR06A145//MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SADA AUS::IRGC 35117-1,4231468,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,SADA AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29637-72-IR 1,4254317,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,MILYANG 240/IR06A145//MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29637-99-IR 1,4254420,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,MILYANG 240/IR06A145//MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106449-B-B RGA-B RGA-B RGA-251-1,300430815,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IRRI 123/FEDEARROZ 2000//PR 37866-1B-1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99114-B-B-B-50,4391547,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 115/IR04A427//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-89,4393214,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 97367-B RGA-B RGA-B RGA-61,4391845,FavEnvB - Irrigated 2017 germplasm summary,OLD,2011,cross year,IRRI 119/IR02A127//IR10F379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 97367-54-13,4394923,FavEnvB - Irrigated 2017 germplasm summary,OLD,2011,cross year,IRRI 119/IR02A127//IR10F379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 102885-34-115-6-2-24-32,4394509,FavEnvB - Irrigated 2017 germplasm summary,OLD,2008,cross year,SABITRI*2/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29637-81-IR 1,4254366,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,MILYANG 240/IR06A145//MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103291-B-B-B-B-B-7,300233580,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IR 50/IR09A104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-194,4393319,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100072-97-B-3,4390330,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09A136/IRRI 146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29637-147-IR 1,4254579,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,MILYANG 240/IR06A145//MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106457-B-B RGA-B RGA-465,300292950,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37951-3B-37-1-2/IR09N496//IR09F436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 105469:81-54-7-27,4394552,FavEnvB - Irrigated 2017 germplasm summary,OLD,2011,cross year,IR 6 (PAKISTAN)*2/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99085-B-B-37,4215639,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 61/IR 73006-12-3-3-2//IR09N190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR12A232,3426267,FavEnvB - Irrigated 2017 germplasm summary,OLD,2009,cross year,IR06F434/IR07F289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A3680,300173480,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR05N229/IRRI 146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100749-18-B-3,4390468,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 168/IRRI 146//PR 37285-17-31-12-1-21-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100740-11-B,4216825,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09N496/PSB RC 18 (IR 51672-62-2-1-1-2-3)//PR 37866-1B-1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99119-B-B-21,4215190,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 114+XA 30/IR 64680-81-2-2-1-3//IR06N170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 93336:10-B-18-15-B-B-B-29,4229317,FavEnvB - Irrigated 2017 germplasm summary,OLD,2009,cross year,FEDEARROZ 50/IR07F287//IR 45427-2B-2-2B-1-1/IRRI 146///SANHUANGZHAN NO 2/IR 4630-22-2-5-1-3//IRRI 123/IR 77298-14-1-2-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100723-7-B,4216551,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR08N194/IR10F365//PR 37285-17-31-12-1-21-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-259,4393384,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-101,4393226,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29637-143-IR 1,4254567,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,MILYANG 240/IR06A145//MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106436-B-B RGA-B RGA-B RGA-335,300291770,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,OM 4498/GIZA 178//IRRI 193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99083-B-B-32,4215039,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09N481/IR01N223//IR08A176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99084-B-B-100,4215158,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRBB23/IR02N211//IR08A192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99074-B-B-B-6,4391143,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09N531/IR 67966-44-2-3-2//IR08A176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99085-B-B-16,4215618,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 61/IR 73006-12-3-3-2//IR09N190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 97367-54-2,4394918,FavEnvB - Irrigated 2017 germplasm summary,OLD,2011,cross year,IRRI 119/IR02A127//IR10F379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-269,4393394,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103728-B-B-B-PRN B-PRN B-PRN 126-PRN 1,4815567,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IR09A136/IRRI 123//PR 37275-7-14-5-1-2-2-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-6,4393131,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 97367-85-6,4395018,FavEnvB - Irrigated 2017 germplasm summary,OLD,2011,cross year,IRRI 119/IR02A127//IR10F379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29637-183-IR 1,4254687,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,MILYANG 240/IR06A145//MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-79,4393204,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 105495:6-11-3,4394151,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR 6 (PAKISTAN)*3/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99114-B-B-B-52,4391549,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 115/IR04A427//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99059-B-B-12,4215507,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR10N103/IR03A477//PR 115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106449-B-B RGA-B RGA-B RGA-504,300292459,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IRRI 123/FEDEARROZ 2000//PR 37866-1B-1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 98413-B-B-27,4211808,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR08N194/IR 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99084-B-B-89-1,4389867,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRBB23/IR02N211//IR08A192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106436-B-B RGA-B RGA-B RGA-486-1,300430755,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,OM 4498/GIZA 178//IR04A115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29637-80-IR 1,4254363,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,MILYANG 240/IR06A145//MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-217,4393342,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99086-B-B-53,4215755,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 62/IR 73012-137-2-2-2//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99114-B-B-B-39,4391536,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 115/IR04A427//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99084-B-B-83,4215141,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRBB23/IR02N211//IR08A192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99114-B-B-B-80,4391577,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 115/IR04A427//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 105462:4-2-11-39,4394375,FavEnvB - Irrigated 2017 germplasm summary,OLD,2011,cross year,IR 6 (PAKISTAN)*2/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99059-B-B-7,4215502,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR10N103/IR03A477//PR 115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100008-56-B-3,4390204,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR05N412/IRRI 123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99070-B-B-B-96,4390993,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09N526/IR 68450-36-3-2-2-3//IR08A192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 105495:6-11-34,4394182,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR 6 (PAKISTAN)*3/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29637-67-IR 1,4254302,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,MILYANG 240/IR06A145//MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99084-B-B-89-2,4389868,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRBB23/IR02N211//IR08A192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99086-B-B-23,4215725,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 62/IR 73012-137-2-2-2//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99093-B-B-30,4214724,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,MILYANG 23/IR02N200//IR 6 (PAKISTAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JABOR SAIL::IRGC 66831-1,4231346,FavEnvB - Irrigated 2017 germplasm summary,OLD,1984,cross year,JABOR SAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 98464-B-B-B-59,4393459,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 119/IR 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-152,4393277,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99114-B-B-B-30,4391527,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 115/IR04A427//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 110609-B-B-B-1-2,4226339,FavEnvB - Irrigated 2017 germplasm summary,OLD,2014,cross year,FFZ1/IR 71606-1-1-4-2-3-1-2 (NSIC 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29630-31-IR 1,4253835,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,YR 29224/MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29637-175-IR 1,4254663,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,MILYANG 240/IR06A145//MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99084-B-B-32,4215090,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRBB23/IR02N211//IR08A192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 105495:6-11-23,4394171,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR 6 (PAKISTAN)*3/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29637-96-IR 1,4254411,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,MILYANG 240/IR06A145//MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99114-B-B-B-106,4391603,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 115/IR04A427//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99086-B-B-4,4215706,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 62/IR 73012-137-2-2-2//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-258,4393383,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99089-B-B-B-21,4392887,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 64/IR03A477//IRRI 154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-145,4393270,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100072-88-B,4216482,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09A136/IRRI 146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99081-B-B-B-104,4391361,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09A220/IR 72164-348-6-2-2-2//IR08A192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99114-B-B-B-71,4391568,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 115/IR04A427//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99085-B-B-7,4215609,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 61/IR 73006-12-3-3-2//IR09N190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100749-99-B,4217013,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 168/IRRI 146//PR 37285-17-31-12-1-21-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 98464-B-B-B-161,4393561,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 119/IR 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM 25,4442075,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,CM 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29637-10-IR 1,4254107,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,MILYANG 240/IR06A145//MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A1743,4391406,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 114/IR05N204//IR 73004-3-1-2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99049-B-B-15,4215454,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR05N173/IR 70114-5-3-3-3//PR 114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-239,4393364,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99081-B-B-B-44,4391301,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09A220/IR 72164-348-6-2-2-2//IR08A192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 98413-B-B-38,4211819,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR08N194/IR 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 97367-B RGA-B RGA-B RGA-5,4391789,FavEnvB - Irrigated 2017 germplasm summary,OLD,2011,cross year,IRRI 119/IR02A127//IR10F379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 93339:44-B-8-22-B-B,3481105,FavEnvB - Irrigated 2017 germplasm summary,OLD,2009,cross year,IR 77298-14-1-2-10/SANHUANGZHAN NO 2//IR 45427-2B-2-2B-1-1/IRRI 146///IRRI 123/IR 4630-22-2-5-1-3//FEDEARROZ 50/IR07F287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 102885-34-115-6-2-24-8,4394485,FavEnvB - Irrigated 2017 germplasm summary,OLD,2008,cross year,SABITRI*2/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A1931,4392943,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 64/IR03A477//IRRI 154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 105495:6-11-6,4394154,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR 6 (PAKISTAN)*3/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 102885-34-115-6-2-24-15,4394492,FavEnvB - Irrigated 2017 germplasm summary,OLD,2008,cross year,SABITRI*2/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99083-B-B-30,4215037,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09N481/IR01N223//IR08A176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR 29630-3-IR 1,4253751,FavEnvB - Irrigated 2017 germplasm summary,OLD,NA,cross year,YR 29224/MILYANG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99114-B-B-B-66,4391563,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 115/IR04A427//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-270,4393395,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 110621-C1-C2-B-B-B-190-1,4226623,FavEnvB - Irrigated 2017 germplasm summary,OLD,2014,cross year,IR 85483-68 RIL-1-1-1/IR 85488-76-B-B-1-1//IR 85488-98-B-B-1-1/IR 85488-99-B-B-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99114-B-B-B-88,4391585,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 115/IR04A427//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99114-B-B-B-87,4391584,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 115/IR04A427//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 105495:6-11-24,4394172,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR 6 (PAKISTAN)*3/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A1090,4393004,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 64/IR03A477//IRRI 154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 97367-B RGA-B RGA-B RGA-53,4391837,FavEnvB - Irrigated 2017 germplasm summary,OLD,2011,cross year,IRRI 119/IR02A127//IR10F379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR12N204,3426124,FavEnvB - Irrigated 2017 germplasm summary,OLD,2009,cross year,IR05N181/MTU 1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99061-B-B-13-2,4389951,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR 82802-36-3-3-1-3/IR03A550//IR09N496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106436-B-B RGA-B RGA-B RGA-287,300291722,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,OM 4498/GIZA 178//IRRI 193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 97367-B RGA-B RGA-B RGA-14,4391798,FavEnvB - Irrigated 2017 germplasm summary,OLD,2011,cross year,IRRI 119/IR02A127//IR10F379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99091-B-B-B-245,4393370,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR BB 65/IR03A477//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
